"ano,""id_aluno"",""id_escola"",""id_municipio"",""sigla_uf"",""serie"",""caderno"",""rede_codigo"",""rede"",""presenca"",""preenchimento_caderno"",""alfabetizado"",""proficiencia"",""peso_aluno"",""municipio_taxa_alfabetizacao"",""municipio_media_portugues"",""municipio_prop_nivel_0"",""municipio_prop_nivel_1"",""municipio_prop_nivel_2"",""municipio_prop_nivel_3"",""municipio_prop_nivel_4"",""municipio_prop_nivel_5"",""municipio_prop_nivel_6"",""municipio_prop_nivel_7"",""municipio_prop_nivel_8"",""uf_taxa_alfabetizacao"",""uf_media_portugues"",""uf_prop_nivel_0"",""uf_prop_nivel_1"",""uf_prop_nivel_2"",""uf_prop_nivel_3"",""uf_prop_nivel_4"",""uf_prop_nivel_5"",""uf_prop_nivel_6"",""uf_prop_nivel_7"",""uf_prop_nivel_8"",""meta_municipio_taxa_alfabetizacao"",""meta_municipio_nivel_alfabetizacao"",""meta_municipio_percentual_participacao"",""meta_municipio_2024"",""meta_municipio_2025"",""meta_municipio_2026"",""meta_municipio_2027"",""meta_municipio_2028"",""meta_municipio_2029"",""meta_municipio_2030"",""meta_uf_taxa_alfabetizacao"",""meta_uf_percentual_participacao"",""meta_uf_2024"",""meta_uf_2025"",""meta_uf_2026"",""meta_uf_2027"",""meta_uf_2028"",""meta_uf_2029"",""meta_uf_2030"",""meta_brasil_taxa_alfabetizacao"",""meta_brasil_percentual_participacao"",""meta_brasil_2024"",""meta_brasil_2025"",""meta_brasil_2026"",""meta_brasil_2027"",""meta_brasil_2028"",""meta_brasil_2029"",""meta_brasil_2030"""
"2023,""31187719"",""60020403"",""3170107"",""MG"",""2"",""1"",""2"",""ESTADUAL"",""1"",""1"",""0"",""728.2002376"",""0.6699989"",""59.68"",""754.0778"",,,,,,,,,,""63.65"",""756.3436"",,,,,,,,,,,,,,,,,,,,""59.81"",""89.59"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""23076893"",""60007389"",""2305001"",""CE"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""830.8930164"",""0.688"",""98.55"",""828.4936"",,,,,,,,,,""84.49"",""795.7293"",,,,,,,,,,""98.6"",""5"",""99.84"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""84.5"",""95.22"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""23076874"",""60007389"",""2305001"",""CE"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""749.8015573"",""0.688"",""98.55"",""828.4936"",,,,,,,,,,""84.49"",""795.7293"",,,,,,,,,,""98.6"",""5"",""99.84"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""84.5"",""95.22"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""23076896"",""60007389"",""2305001"",""CE"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""754.8201911"",""0.688"",""98.55"",""828.4936"",,,,,,,,,,""84.49"",""795.7293"",,,,,,,,,,""98.6"",""5"",""99.84"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""84.5"",""95.22"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""31152507"",""60019292"",""3136702"",""MG"",""2"",""1"",""2"",""ESTADUAL"",""1"",""1"",""0"",""705.7441"",""0.6959366"",""58.62"",""749.7581"",,,,,,,,,,""63.65"",""756.3436"",,,,,,,,,,,,,,,,,,,,""59.81"",""89.59"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""31160941"",""60019835"",""3147006"",""MG"",""2"",""1"",""2"",""ESTADUAL"",""1"",""1"",""0"",""674.6735034"",""0.7054979"",""69.78"",""765.9718"",,,,,,,,,,""63.65"",""756.3436"",,,,,,,,,,,,,,,,,,,,""59.81"",""89.59"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""33002101"",""60024421"",""3302601"",""RJ"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""754.6644"",""0.7108039"",""47.54"",""732.5345"",,,,,,,,,,""52.13"",""737.3032"",,,,,,,,,,""47.5"",""1"",""80.13"",""52.84"",""58.07"",""63.13"",""67.92"",""72.35"",""76.39"",""80.0"",""52.13"",""81.21"",""56.7"",""61.2"",""65.5"",""69.6"",""73.4"",""76.9"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""52081822"",""60041503"",""5215256"",""GO"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""782.7020312"",""0.7156746"",""84.74"",""769.9317"",,,,,,,,,,""66.72"",""752.1315"",,,,,,,,,,""84.7"",""5"",""98.31"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""66.7"",""87.03"",""68.9"",""71.0"",""73.0"",""74.9"",""76.7"",""78.4"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""26049648"",""60012873"",""2611606"",""PE"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""794.4075809"",""0.7390639"",""62.39"",""749.1934"",,,,,,,,,,""58.91"",""747.4203"",,,,,,,,,,""62.4"",""3"",""91.2"",""65.29"",""68.08"",""70.75"",""73.28"",""75.67"",""77.91"",""80.0"",""59.0"",""91.93"",""62.4"",""65.8"",""69.0"",""72.1"",""74.9"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""29088095"",""60016129"",""2927309"",""BA"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""0"",""687.605678"",""0.7431627"",""47.81"",""735.8171"",,,,,,,,,,""36.77"",""724.8489"",,,,,,,,,,""47.8"",""1"",""87.71"",""53.07"",""58.26"",""63.28"",""68.02"",""72.42"",""76.42"",""80.0"",""36.8"",""84.53"",""43.4"",""50.2"",""57.1"",""63.6"",""69.8"",""75.2"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""43113224"",""60037498"",""4302238"",""RS"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""0"",""742.1283726"",""0.7454524"",""71.3"",""752.5544"",,,,,,,,,,""63.55"",""747.2954"",,,,,,,,,,""71.3"",""4"",""92.0"",""72.67"",""74.0"",""75.29"",""76.53"",""77.73"",""78.89"",""80.0"",""63.4"",""81.44"",""66.2"",""68.8"",""71.3"",""73.7"",""75.9"",""78.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""43113232"",""60037498"",""4302238"",""RS"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""771.0845"",""0.7454524"",""71.3"",""752.5544"",,,,,,,,,,""63.55"",""747.2954"",,,,,,,,,,""71.3"",""4"",""92.0"",""72.67"",""74.0"",""75.29"",""76.53"",""77.73"",""78.89"",""80.0"",""63.4"",""81.44"",""66.2"",""68.8"",""71.3"",""73.7"",""75.9"",""78.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""31192813"",""60019838"",""3170404"",""MG"",""2"",""1"",""2"",""ESTADUAL"",""1"",""1"",""0"",""729.0809492"",""0.7632288"",""55.53"",""747.4628"",,,,,,,,,,""63.65"",""756.3436"",,,,,,,,,,,,,,,,,,,,""59.81"",""89.59"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""31192799"",""60019838"",""3170404"",""MG"",""2"",""1"",""2"",""ESTADUAL"",""1"",""1"",""1"",""800.3032"",""0.7632288"",""55.53"",""747.4628"",,,,,,,,,,""63.65"",""756.3436"",,,,,,,,,,,,,,,,,,,,""59.81"",""89.59"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""13031669"",""60001378"",""1302603"",""AM"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""0"",""702.8275753"",""0.7684755"",""52.2"",""736.11"",,,,,,,,,,""49.2"",""733.6637"",,,,,,,,,,""52.2"",""2"",""71.33"",""56.8"",""61.28"",""65.58"",""69.63"",""73.41"",""76.87"",""80.0"",""52.2"",""76.14"",""56.8"",""61.3"",""65.6"",""69.6"",""73.4"",""76.9"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""31055666"",""60019334"",""3162906"",""MG"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""852.2631"",""0.7711046"",""68.55"",""762.1449"",,,,,,,,,,""58.74"",""750.4243"",,,,,,,,,,""68.6"",""3"",""87.3"",""70.39"",""72.16"",""73.87"",""75.51"",""77.08"",""78.58"",""80.0"",""59.81"",""89.59"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""33102556"",""60026105"",""3304557"",""RJ"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""744.9604"",""0.7921006"",""56.19"",""741.2373"",,,,,,,,,,""52.13"",""737.3032"",,,,,,,,,,""56.2"",""2"",""82.26"",""60.14"",""63.97"",""67.62"",""71.07"",""74.29"",""77.27"",""80.0"",""52.13"",""81.21"",""56.7"",""61.2"",""65.5"",""69.6"",""73.4"",""76.9"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""17016465"",""60003951"",""1718907"",""TO"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""747.1008432"",""0.7953488"",""20.86"",""712.2375"",,,,,,,,,,""43.72"",""734.2853"",,,,,,,,,,""20.9"",""0"",""94.2"",""27.99"",""36.44"",""45.81"",""55.5"",""64.78"",""73.06"",""80.0"",""43.72"",""83.91"",""49.5"",""55.4"",""61.1"",""66.5"",""71.5"",""76.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""24019962"",""60010517"",""2407807"",""RN"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""820.1927937"",""0.8026388"",""59.18"",""745.509"",,,,,,,,,,""36.39"",""723.8538"",,,,,,,,,,""59.2"",""2"",""81.42"",""62.63"",""65.96"",""69.13"",""72.14"",""74.96"",""77.58"",""80.0"",""37.24"",""78.55"",""43.8"",""50.6"",""57.3"",""63.8"",""69.9"",""75.3"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""26072676"",""60013160"",""2610905"",""PE"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""781.4491053"",""0.8077806"",""59.65"",""748.3499"",,,,,,,,,,""58.91"",""747.4203"",,,,,,,,,,""59.7"",""2"",""91.64"",""63.02"",""66.27"",""69.37"",""72.31"",""75.06"",""77.63"",""80.0"",""59.0"",""91.93"",""62.4"",""65.8"",""69.0"",""72.1"",""74.9"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""51045611"",""60041028"",""5106109"",""MT"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""0"",""703.61"",""0.81"",""68.54"",""769.52"",,,,,,,,,,""55.43"",""747.32"",,,,,,,,,,""68.5"",""3"",""94.57"",""70.38"",""72.16"",""73.87"",""75.51"",""77.08"",""78.58"",""80.0"",""55.06"",""87.47"",""59.2"",""63.2"",""67.0"",""70.7"",""74.0"",""77.2"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""31206960"",""60022277"",""3154606"",""MG"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""752.1677"",""0.8159325"",""54.99"",""746.346"",,,,,,,,,,""58.74"",""750.4243"",,,,,,,,,,""55.0"",""2"",""83.86"",""59.14"",""63.16"",""67.01"",""70.64"",""74.03"",""77.15"",""80.0"",""59.81"",""89.59"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""52007533"",""60042394"",""5208707"",""GO"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""761.0461595"",""0.8186721"",""66.56"",""750.6494"",,,,,,,,,,""66.72"",""752.1315"",,,,,,,,,,""66.6"",""3"",""81.56"",""68.74"",""70.84"",""72.86"",""74.78"",""76.62"",""78.36"",""80.0"",""66.7"",""87.03"",""68.9"",""71.0"",""73.0"",""74.9"",""76.7"",""78.4"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""51008408"",""60040853"",""5106778"",""MT"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""0"",""740.98"",""0.82"",""31.09"",""724.25"",,,,,,,,,,""55.43"",""747.32"",,,,,,,,,,""31.1"",""0"",""88.83"",""38.13"",""45.7"",""53.48"",""61.09"",""68.2"",""74.55"",""80.0"",""55.06"",""87.47"",""59.2"",""63.2"",""67.0"",""70.7"",""74.0"",""77.2"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""29013766"",""60015278"",""2917003"",""BA"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""748.7382382"",""0.8221038"",""27.79"",""718.1027"",,,,,,,,,,""36.77"",""724.8489"",,,,,,,,,,""27.8"",""0"",""88.6"",""34.97"",""42.9"",""51.21"",""59.46"",""67.2"",""74.11"",""80.0"",""36.8"",""84.53"",""43.4"",""50.2"",""57.1"",""63.6"",""69.8"",""75.2"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""15020922"",""60003278"",""1501402"",""PA"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""0"",""691.7969711"",""0.8234559"",""48.22"",""730.4555"",,,,,,,,,,""47.71"",""732.6697"",,,,,,,,,,""48.2"",""1"",""74.16"",""53.42"",""58.55"",""63.49"",""68.17"",""72.51"",""76.46"",""80.0"",""48.4"",""80.55"",""53.6"",""58.7"",""63.6"",""68.2"",""72.5"",""76.5"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""43059852"",""60036903"",""4301404"",""RS"",""2"",""1"",""2"",""ESTADUAL"",""1"",""1"",""1"",""759.3540856"",""0.8246563"",""81.49"",""762.8438"",,,,,,,,,,""63.18"",""747.6082"",,,,,,,,,,,,,,,,,,,,""63.4"",""81.44"",""66.2"",""68.8"",""71.3"",""73.7"",""75.9"",""78.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""43059851"",""60036903"",""4301404"",""RS"",""2"",""1"",""2"",""ESTADUAL"",""1"",""1"",""1"",""750.9219"",""0.8246563"",""81.49"",""762.8438"",,,,,,,,,,""63.18"",""747.6082"",,,,,,,,,,,,,,,,,,,,""63.4"",""81.44"",""66.2"",""68.8"",""71.3"",""73.7"",""75.9"",""78.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""41122849"",""60033093"",""4127700"",""PR"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""0"",""742.3889263"",""0.8291469"",""79.58"",""767.0897"",,,,,,,,,,""73.11"",""757.1952"",,,,,,,,,,""79.6"",""4"",""87.51"",""79.64"",""79.7"",""79.76"",""79.82"",""79.88"",""79.94"",""80.0"",""73.12"",""86.18"",""74.2"",""75.2"",""76.2"",""77.2"",""78.2"",""79.1"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""23001396"",""60009429"",""2304400"",""CE"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""790.6875217"",""0.8303288"",""74.03"",""774.4244"",,,,,,,,,,""84.49"",""795.7293"",,,,,,,,,,""74.0"",""4"",""93.87"",""74.95"",""75.85"",""76.72"",""77.58"",""78.41"",""79.21"",""80.0"",""84.5"",""95.22"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""31064722"",""60019946"",""3162104"",""MG"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""818.0407216"",""0.8304576"",""53.04"",""743.1688"",,,,,,,,,,""58.74"",""750.4243"",,,,,,,,,,""53.0"",""2"",""88.91"",""57.5"",""61.85"",""66.01"",""69.94"",""73.59"",""76.95"",""80.0"",""59.81"",""89.59"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""31064523"",""60019946"",""3162104"",""MG"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""0"",""713.0628"",""0.8304576"",""53.04"",""743.1688"",,,,,,,,,,""58.74"",""750.4243"",,,,,,,,,,""53.0"",""2"",""88.91"",""57.5"",""61.85"",""66.01"",""69.94"",""73.59"",""76.95"",""80.0"",""59.81"",""89.59"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""31118418"",""60021808"",""3107307"",""MG"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""0"",""742.9512"",""0.8377245"",""68.82"",""768.8928"",,,,,,,,,,""58.74"",""750.4243"",,,,,,,,,,""68.8"",""3"",""80.0"",""70.61"",""72.34"",""74.01"",""75.61"",""77.14"",""78.61"",""80.0"",""59.81"",""89.59"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""21008282"",""60004293"",""2111300"",""MA"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""781.2698341"",""0.8385986"",""47.49"",""736.9393"",,,,,,,,,,""56.39"",""749.8729"",,,,,,,,,,""47.5"",""1"",""82.48"",""52.79"",""58.04"",""63.1"",""67.9"",""72.34"",""76.38"",""80.0"",""56.43"",""89.11"",""60.3"",""64.1"",""67.7"",""71.2"",""74.3"",""77.3"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""43000694"",""60038444"",""4314902"",""RS"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""0"",""701.4077"",""0.8403985"",""40.04"",""726.7029"",,,,,,,,,,""63.55"",""747.2954"",,,,,,,,,,,,,,,,,,,,""63.4"",""81.44"",""66.2"",""68.8"",""71.3"",""73.7"",""75.9"",""78.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""15000780"",""60003213"",""1500107"",""PA"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""757.2269918"",""0.8435825"",""39.73"",""725.5913"",,,,,,,,,,""47.71"",""732.6697"",,,,,,,,,,""39.7"",""0"",""83.81"",""46.03"",""52.46"",""58.81"",""64.88"",""70.5"",""75.56"",""80.0"",""48.4"",""80.55"",""53.6"",""58.7"",""63.6"",""68.2"",""72.5"",""76.5"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""25017871"",""60011543"",""2503506"",""PB"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""825.4386338"",""0.8538999"",""79.49"",""777.1244"",,,,,,,,,,""50.92"",""741.4419"",,,,,,,,,,""79.5"",""4"",""90.36"",""79.56"",""79.64"",""79.71"",""79.78"",""79.86"",""79.93"",""80.0"",""51.12"",""88.22"",""55.9"",""60.5"",""65.0"",""69.2"",""73.2"",""76.8"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""29042287"",""60015123"",""2926004"",""BA"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""753.3308658"",""0.8545285"",""25.1"",""714.7749"",,,,,,,,,,""36.77"",""724.8489"",,,,,,,,,,""25.1"",""0"",""86.74"",""32.32"",""40.5"",""49.23"",""58.02"",""66.33"",""73.73"",""80.0"",""36.8"",""84.53"",""43.4"",""50.2"",""57.1"",""63.6"",""69.8"",""75.2"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""23080966"",""60007484"",""2314102"",""CE"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""804.2627903"",""0.8571429"",""88.59"",""800.9417"",,,,,,,,,,""84.49"",""795.7293"",,,,,,,,,,""88.6"",""5"",""98.06"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""84.5"",""95.22"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""31137876"",""60019006"",""3127701"",""MG"",""2"",""1"",""2"",""ESTADUAL"",""1"",""1"",""0"",""669.8362"",""0.859498"",""66.78"",""758.3086"",,,,,,,,,,""63.65"",""756.3436"",,,,,,,,,,,,,,,,,,,,""59.81"",""89.59"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""51035270"",""60040794"",""5105259"",""MT"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""764.38"",""0.86"",""63.96"",""755.16"",,,,,,,,,,""55.43"",""747.32"",,,,,,,,,,""64.0"",""3"",""89.15"",""66.59"",""69.12"",""71.54"",""73.85"",""76.03"",""78.08"",""80.0"",""55.06"",""87.47"",""59.2"",""63.2"",""67.0"",""70.7"",""74.0"",""77.2"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""29016946"",""60017208"",""2920908"",""BA"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""0"",""702.6063408"",""0.8618672"",""22.32"",""706.8705"",,,,,,,,,,""36.77"",""724.8489"",,,,,,,,,,""22.3"",""0"",""85.06"",""29.51"",""37.88"",""47.04"",""56.41"",""65.34"",""73.3"",""80.0"",""36.8"",""84.53"",""43.4"",""50.2"",""57.1"",""63.6"",""69.8"",""75.2"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""23084301"",""60007643"",""2311702"",""CE"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""830.8821682"",""0.8618881"",""99.52"",""831.7239"",,,,,,,,,,""84.49"",""795.7293"",,,,,,,,,,""99.5"",""5"",""96.65"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""84.5"",""95.22"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""42088713"",""60035566"",""4207700"",""SC"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""743.4619984"",""0.8632946"",""53.96"",""744.0043"",,,,,,,,,,""62.04"",""747.7686"",,,,,,,,,,""54.0"",""2"",""79.41"",""58.28"",""62.47"",""66.48"",""70.27"",""73.8"",""77.05"",""80.0"",""61.38"",""78.6"",""64.5"",""67.4"",""70.2"",""72.9"",""75.4"",""77.8"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""15031124"",""60003192"",""1501709"",""PA"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""1"",""757.662137"",""0.8660197"",""42.72"",""732.3207"",,,,,,,,,,""47.71"",""732.6697"",,,,,,,,,,""42.7"",""1"",""80.92"",""48.67"",""54.65"",""60.5"",""66.07"",""71.23"",""75.88"",""80.0"",""48.4"",""80.55"",""53.6"",""58.7"",""63.6"",""68.2"",""72.5"",""76.5"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""42012977"",""60036616"",""4206108"",""SC"",""2"",""1"",""3"",""MUNICIPAL"",""1"",""1"",""0"",""675.7546286"",""0.8663844"",""65.15"",""751.1037"",,,,,,,,,,""62.04"",""747.7686"",,,,,,,,,,""65.2"",""3"",""85.0"",""67.57"",""69.91"",""72.14"",""74.27"",""76.3"",""78.2"",""80.0"",""61.38"",""78.6"",""64.5"",""67.4"",""70.2"",""72.9"",""75.4"",""77.8"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""43010951"",""60036798"",""4300406"",""RS"",""2"",""1"",""2"",""ESTADUAL"",""1"",""1"",""1"",""747.0885623"",""0.8676829"",""71.46"",""755.0873"",,,,,,,,,,""63.18"",""747.6082"",,,,,,,,,,,,,,,,,,,,""63.4"",""81.44"",""66.2"",""68.8"",""71.3"",""73.7"",""75.9"",""78.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
