"ano,""id_aluno"",""id_escola"",""id_municipio"",""sigla_uf"",""serie"",""caderno"",""rede_codigo"",""rede"",""presenca"",""preenchimento_caderno"",""alfabetizado"",""proficiencia"",""peso_aluno"",""municipio_taxa_alfabetizacao"",""municipio_media_portugues"",""municipio_prop_nivel_0"",""municipio_prop_nivel_1"",""municipio_prop_nivel_2"",""municipio_prop_nivel_3"",""municipio_prop_nivel_4"",""municipio_prop_nivel_5"",""municipio_prop_nivel_6"",""municipio_prop_nivel_7"",""municipio_prop_nivel_8"",""uf_taxa_alfabetizacao"",""uf_media_portugues"",""uf_prop_nivel_0"",""uf_prop_nivel_1"",""uf_prop_nivel_2"",""uf_prop_nivel_3"",""uf_prop_nivel_4"",""uf_prop_nivel_5"",""uf_prop_nivel_6"",""uf_prop_nivel_7"",""uf_prop_nivel_8"",""meta_municipio_taxa_alfabetizacao"",""meta_municipio_nivel_alfabetizacao"",""meta_municipio_percentual_participacao"",""meta_municipio_2024"",""meta_municipio_2025"",""meta_municipio_2026"",""meta_municipio_2027"",""meta_municipio_2028"",""meta_municipio_2029"",""meta_municipio_2030"",""meta_uf_taxa_alfabetizacao"",""meta_uf_percentual_participacao"",""meta_uf_2024"",""meta_uf_2025"",""meta_uf_2026"",""meta_uf_2027"",""meta_uf_2028"",""meta_uf_2029"",""meta_uf_2030"",""meta_brasil_taxa_alfabetizacao"",""meta_brasil_percentual_participacao"",""meta_brasil_2024"",""meta_brasil_2025"",""meta_brasil_2026"",""meta_brasil_2027"",""meta_brasil_2028"",""meta_brasil_2029"",""meta_brasil_2030"""
"2024,""31192536"",""60018114"",""3106200"",""MG"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""68.58"",""754.17"",""1.76"",""3.32"",""6.7"",""8.57"",""17.39"",""30.26"",""22.65"",""7.52"",""1.83"",""71.45"",""757.41"",""1.73"",""3.25"",""6.02"",""7.66"",""15.82"",""29.92"",""23.84"",""8.94"",""2.8"",""68.58"",""3"",""83.08"",""61.33"",""64.91"",""68.34"",""71.58"",""74.61"",""77.42"",""80.0"",""72.07"",""88.85"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""33107250"",""60024725"",""3304557"",""RJ"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""63.75"",""747.13"",""2.47"",""5.67"",""9.49"",""4.36"",""21.96"",""31.05"",""18.91"",""4.82"",""1.27"",""55.22"",""738.87"",""3.56"",""7.38"",""10.62"",""6.02"",""25.61"",""28.47"",""14.43"",""3.2"",""0.71"",""63.75"",""3"",""86.99"",""60.14"",""63.97"",""67.62"",""71.07"",""74.29"",""77.27"",""80.0"",""55.25"",""83.12"",""56.7"",""61.2"",""65.5"",""69.6"",""73.4"",""76.9"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""33134858"",""60024787"",""3304557"",""RJ"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""63.75"",""747.13"",""2.47"",""5.67"",""9.49"",""4.36"",""21.96"",""31.05"",""18.91"",""4.82"",""1.27"",""55.22"",""738.87"",""3.56"",""7.38"",""10.62"",""6.02"",""25.61"",""28.47"",""14.43"",""3.2"",""0.71"",""63.75"",""3"",""86.99"",""60.14"",""63.97"",""67.62"",""71.07"",""74.29"",""77.27"",""80.0"",""55.25"",""83.12"",""56.7"",""61.2"",""65.5"",""69.6"",""73.4"",""76.9"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""35109740"",""60028057"",""3512407"",""SP"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""69.6"",""764.5301"",""1.2"",""3.99"",""3.69"",""8.19"",""17.96"",""18.72"",""22.46"",""15.87"",""7.9"",""55.71"",""746.8603"",""3.38"",""5.43"",""9.26"",""13.79"",""17.75"",""19.5"",""16.03"",""10.61"",""4.26"",""69.6"",""3"",""95.01"",""75.28"",""76.12"",""76.94"",""77.73"",""78.51"",""79.26"",""80.0"",""58.13"",""89.12"",""56.6"",""61.1"",""65.4"",""69.5"",""73.3"",""76.8"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""35364577"",""60026895"",""3550308"",""SP"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""48.25"",""739.0238"",""3.94"",""6.0"",""11.02"",""16.82"",""19.43"",""18.75"",""13.59"",""7.8"",""2.65"",""55.71"",""746.8603"",""3.38"",""5.43"",""9.26"",""13.79"",""17.75"",""19.5"",""16.03"",""10.61"",""4.26"",""48.25"",""1"",""85.03"",""44.37"",""51.06"",""57.72"",""64.11"",""70.03"",""75.35"",""80.0"",""58.13"",""89.12"",""56.6"",""61.1"",""65.4"",""69.5"",""73.3"",""76.8"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""35420612"",""60026245"",""3550308"",""SP"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""48.25"",""739.0238"",""3.94"",""6.0"",""11.02"",""16.82"",""19.43"",""18.75"",""13.59"",""7.8"",""2.65"",""55.71"",""746.8603"",""3.38"",""5.43"",""9.26"",""13.79"",""17.75"",""19.5"",""16.03"",""10.61"",""4.26"",""48.25"",""1"",""85.03"",""44.37"",""51.06"",""57.72"",""64.11"",""70.03"",""75.35"",""80.0"",""58.13"",""89.12"",""56.6"",""61.1"",""65.4"",""69.5"",""73.3"",""76.8"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""41000486"",""60032422"",""4126603"",""PR"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""82.88"",""764.52"",""0.39"",""0.79"",""1.57"",""3.33"",""24.73"",""35.17"",""22.54"",""8.84"",""2.64"",""70.43"",""754.68"",""1.7"",""3.08"",""5.18"",""6.85"",""20.62"",""33.64"",""20.62"",""6.37"",""1.93"",""82.88"",""5"",""94.66"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""80.0"",""70.42"",""86.25"",""74.2"",""75.2"",""76.2"",""77.2"",""78.2"",""79.1"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""42047874"",""60035810"",""4209102"",""SC"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""68.79"",""756.24"",""2.89"",""3.41"",""2.83"",""9.31"",""18.94"",""28.65"",""21.78"",""8.96"",""3.23"",""62.87"",""751.14"",""3.31"",""4.15"",""2.81"",""11.2"",""22.61"",""27.14"",""18.72"",""7.53"",""2.53"",""68.79"",""3"",""71.61"",""68.23"",""70.43"",""72.54"",""74.56"",""76.48"",""78.29"",""80.0"",""62.02"",""70.05"",""64.5"",""67.4"",""70.2"",""72.9"",""75.4"",""77.8"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""42077933"",""60034470"",""4216602"",""SC"",""2"",""2"",""2"",""ESTADUAL"",""0"",""0"",""0"",,,""55.01"",""743.58"",""2.95"",""5.88"",""4.18"",""14.73"",""24.08"",""26.62"",""15.82"",""4.35"",""1.38"",""59.29"",""746.78"",""4.07"",""5.44"",""3.25"",""11.95"",""23.54"",""25.93"",""16.81"",""6.96"",""2.04"",,,,,,,,,,,""62.02"",""70.05"",""64.5"",""67.4"",""70.2"",""72.9"",""75.4"",""77.8"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""50025725"",""60039786"",""5002100"",""MS"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""48.18"",""734.24"",""4.66"",""6.52"",""11.69"",""13.62"",""23.21"",""22.66"",""15.53"",""2.1"",""0.0"",""56.02"",""741.15"",""3.75"",""6.19"",""10.82"",""11.05"",""18.57"",""25.54"",""17.66"",""5.18"",""1.23"",""48.18"",""1"",""87.23"",""49.58"",""55.41"",""61.09"",""66.48"",""71.48"",""76.0"",""80.0"",""55.87"",""90.04"",""52.8"",""58.0"",""63.1"",""67.9"",""72.3"",""76.4"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""52015183"",""60041260"",""5221197"",""GO"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""71.39"",""756.73"",""1.75"",""3.07"",""10.51"",""8.43"",""12.52"",""24.69"",""24.52"",""11.91"",""2.6"",""72.73"",""759.01"",""1.69"",""3.1"",""6.19"",""7.39"",""14.38"",""29.25"",""24.89"",""10.01"",""3.11"",""71.39"",""4"",""91.45"",""61.52"",""65.07"",""68.46"",""71.66"",""74.66"",""77.44"",""80.0"",""72.74"",""92.08"",""68.9"",""71.0"",""73.0"",""74.9"",""76.7"",""78.4"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""15005724"",""60003485"",""1500602"",""PA"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""46.67"",""730.5344"",,,,,,,,,,""47.71"",""732.6697"",,,,,,,,,,""46.7"",""1"",""78.24"",""52.09"",""57.46"",""62.67"",""67.59"",""72.15"",""76.3"",""80.0"",""48.4"",""80.55"",""53.6"",""58.7"",""63.6"",""68.2"",""72.5"",""76.5"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""26073104"",""60013064"",""2612406"",""PE"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""41.8"",""731.5844"",,,,,,,,,,""58.91"",""747.4203"",,,,,,,,,,""41.8"",""1"",""93.78"",""47.86"",""53.98"",""59.99"",""65.71"",""71.01"",""75.79"",""80.0"",""59.0"",""91.93"",""62.4"",""65.8"",""69.0"",""72.1"",""74.9"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""31028259"",""60020631"",""3170701"",""MG"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""50.68"",""741.4143"",,,,,,,,,,""58.74"",""750.4243"",,,,,,,,,,""50.7"",""2"",""84.18"",""55.51"",""60.24"",""64.79"",""69.08"",""73.07"",""76.71"",""80.0"",""59.81"",""89.59"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""35236124"",""60029502"",""3505708"",""SP"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""68.13"",""761.5625"",""1.69"",""3.12"",""6.16"",""10.67"",""15.28"",""20.38"",""19.26"",""15.89"",""7.55"",""55.71"",""746.8603"",""3.38"",""5.43"",""9.26"",""13.79"",""17.75"",""19.5"",""16.03"",""10.61"",""4.26"",""68.13"",""3"",""86.07"",""65.63"",""68.35"",""70.96"",""73.43"",""75.76"",""77.96"",""80.0"",""58.13"",""89.12"",""56.6"",""61.1"",""65.4"",""69.5"",""73.3"",""76.8"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""24005753"",""60010403"",""2408102"",""RN"",""2"",""2"",""2"",""ESTADUAL"",""0"",""0"",""0"",,,""45.65"",""734.6901"",,,,,,,,,,""41.49"",""730.0875"",,,,,,,,,,,,,,,,,,,,""37.24"",""78.55"",""43.8"",""50.6"",""57.3"",""63.8"",""69.9"",""75.3"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""43115685"",""60039917"",""4314902"",""RS"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""40.04"",""726.7029"",,,,,,,,,,""63.55"",""747.2954"",,,,,,,,,,,,,,,,,,,,""63.4"",""81.44"",""66.2"",""68.8"",""71.3"",""73.7"",""75.9"",""78.0"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""25002860"",""60011065"",""2507507"",""PB"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""55.87"",""750.58"",""2.06"",""4.47"",""8.84"",""15.41"",""17.95"",""18.45"",""16.08"",""11.31"",""5.42"",""56.01"",""750.88"",""2.34"",""4.34"",""8.68"",""15.51"",""17.68"",""18.32"",""15.77"",""11.73"",""5.64"",""55.87"",""2"",""83.59"",""52.13"",""57.49"",""62.69"",""67.61"",""72.16"",""76.3"",""80.0"",""55.96"",""88.29"",""55.9"",""60.5"",""65.0"",""69.2"",""73.2"",""76.8"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""33009296"",""60024004"",""3300456"",""RJ"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""38.9"",""721.06"",""6.41"",""11.96"",""17.36"",""7.45"",""27.13"",""22.02"",""6.46"",""1.12"",""0.08"",""55.22"",""738.87"",""3.56"",""7.38"",""10.62"",""6.02"",""25.61"",""28.47"",""14.43"",""3.2"",""0.71"",""38.9"",""0"",""70.02"",""41.51"",""48.64"",""55.81"",""62.76"",""69.21"",""74.99"",""80.0"",""55.25"",""83.12"",""56.7"",""61.2"",""65.5"",""69.6"",""73.4"",""76.9"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""15014522"",""60001754"",""1501303"",""PA"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""46.55"",""728.2796"",,,,,,,,,,""47.71"",""732.6697"",,,,,,,,,,""46.6"",""1"",""77.99"",""51.99"",""57.38"",""62.6"",""67.54"",""72.13"",""76.29"",""80.0"",""48.4"",""80.55"",""53.6"",""58.7"",""63.6"",""68.2"",""72.5"",""76.5"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""21037320"",""60005333"",""2100303"",""MA"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""45.37"",""732.58"",""3.99"",""5.01"",""13.12"",""17.08"",""21.26"",""29.67"",""7.14"",""1.87"",""0.86"",""59.61"",""745.7"",""2.52"",""4.16"",""9.1"",""12.31"",""18.82"",""28.58"",""17.89"",""5.08"",""1.55"",""45.37"",""1"",""82.49"",""69.85"",""71.73"",""73.54"",""75.27"",""76.93"",""78.5"",""80.0"",""59.64"",""90.89"",""60.3"",""64.1"",""67.7"",""71.2"",""74.3"",""77.3"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""24001943"",""60010057"",""2408102"",""RN"",""2"",""2"",""2"",""ESTADUAL"",""0"",""0"",""0"",,,""45.11"",""735.72"",""5.05"",""7.98"",""11.46"",""17.45"",""17.93"",""17.62"",""11.71"",""6.98"",""3.83"",""45.33"",""736.63"",""4.03"",""7.42"",""12.66"",""17.21"",""17.75"",""17.23"",""13.08"",""7.46"",""3.15"",,,,,,,,,,,""39.29"",""77.72"",""43.8"",""50.6"",""57.3"",""63.8"",""69.9"",""75.3"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""31103232"",""60018045"",""3106200"",""MG"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""68.58"",""754.17"",""1.76"",""3.32"",""6.7"",""8.57"",""17.39"",""30.26"",""22.65"",""7.52"",""1.83"",""71.45"",""757.41"",""1.73"",""3.25"",""6.02"",""7.66"",""15.82"",""29.92"",""23.84"",""8.94"",""2.8"",""68.58"",""3"",""83.08"",""61.33"",""64.91"",""68.34"",""71.58"",""74.61"",""77.42"",""80.0"",""72.07"",""88.85"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""31162246"",""60021463"",""3143906"",""MG"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""73.13"",""758.72"",""1.3"",""3.81"",""4.69"",""8.87"",""13.6"",""29.01"",""27.76"",""8.94"",""2.02"",""71.45"",""757.41"",""1.73"",""3.25"",""6.02"",""7.66"",""15.82"",""29.92"",""23.84"",""8.94"",""2.8"",""73.13"",""4"",""83.07"",""62.06"",""65.5"",""68.78"",""71.89"",""74.8"",""77.51"",""80.0"",""72.07"",""88.85"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""33018521"",""60023274"",""3301009"",""RJ"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""38.33"",""722.16"",""6.76"",""12.66"",""15.01"",""8.59"",""25.78"",""21.07"",""8.45"",""1.38"",""0.31"",""55.22"",""738.87"",""3.56"",""7.38"",""10.62"",""6.02"",""25.61"",""28.47"",""14.43"",""3.2"",""0.71"",""38.33"",""0"",""82.45"",""45.1"",""51.68"",""58.2"",""64.45"",""70.24"",""75.44"",""80.0"",""55.25"",""83.12"",""56.7"",""61.2"",""65.5"",""69.6"",""73.4"",""76.9"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""35193850"",""60030234"",""3519709"",""SP"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""53.06"",""743.9739"",""3.15"",""6.67"",""9.52"",""13.89"",""19.1"",""18.12"",""16.96"",""9.38"",""3.21"",""55.71"",""746.8603"",""3.38"",""5.43"",""9.26"",""13.79"",""17.75"",""19.5"",""16.03"",""10.61"",""4.26"",""53.06"",""2"",""92.51"",""50.42"",""56.09"",""61.61"",""66.85"",""71.7"",""76.1"",""80.0"",""58.13"",""89.12"",""56.6"",""61.1"",""65.4"",""69.5"",""73.3"",""76.8"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""35189016"",""60026185"",""3549904"",""SP"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""64.75"",""758.4199"",""2.25"",""4.06"",""7.81"",""10.77"",""14.75"",""18.23"",""19.6"",""15.5"",""7.03"",""55.71"",""746.8603"",""3.38"",""5.43"",""9.26"",""13.79"",""17.75"",""19.5"",""16.03"",""10.61"",""4.26"",""64.75"",""3"",""93.37"",""61.18"",""64.8"",""68.25"",""71.52"",""74.57"",""77.4"",""80.0"",""58.13"",""89.12"",""56.6"",""61.1"",""65.4"",""69.5"",""73.3"",""76.8"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""35224979"",""60029109"",""3554102"",""SP"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""53.88"",""744.934"",""3.31"",""4.98"",""10.15"",""15.02"",""18.48"",""18.74"",""16.22"",""9.72"",""3.38"",""55.71"",""746.8603"",""3.38"",""5.43"",""9.26"",""13.79"",""17.75"",""19.5"",""16.03"",""10.61"",""4.26"",""53.88"",""2"",""84.83"",""50.1"",""55.84"",""61.42"",""66.71"",""71.62"",""76.06"",""80.0"",""58.13"",""89.12"",""56.6"",""61.1"",""65.4"",""69.5"",""73.3"",""76.8"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""33081138"",""60024931"",""3304557"",""RJ"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""56.19"",""741.2373"",,,,,,,,,,""52.13"",""737.3032"",,,,,,,,,,""56.2"",""2"",""82.26"",""60.14"",""63.97"",""67.62"",""71.07"",""74.29"",""77.27"",""80.0"",""52.13"",""81.21"",""56.7"",""61.2"",""65.5"",""69.6"",""73.4"",""76.9"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""24002501"",""60010075"",""2408102"",""RN"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""33.36"",""723.7"",""6.39"",""9.24"",""16.73"",""21.61"",""17.25"",""12.31"",""9.71"",""4.55"",""2.2"",""38.16"",""729.28"",""5.31"",""8.65"",""14.36"",""20.07"",""18.16"",""14.34"",""10.68"",""5.77"",""2.65"",,,,,,,,,,,""39.29"",""77.72"",""43.8"",""50.6"",""57.3"",""63.8"",""69.9"",""75.3"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""29209351"",""60016119"",""2927408"",""BA"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""36.75"",""725.82"",""3.24"",""9.34"",""15.83"",""19.03"",""22.27"",""18.1"",""9.39"",""2.75"",""0.05"",""35.96"",""725.59"",""2.89"",""9.25"",""16.68"",""19.23"",""22.18"",""17.43"",""9.51"",""2.74"",""0.08"",""36.75"",""0"",""87.86"",""45.52"",""52.03"",""58.48"",""64.64"",""70.36"",""75.5"",""80.0"",""35.96"",""90.04"",""43.4"",""50.2"",""57.1"",""63.6"",""69.8"",""75.2"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""33143492"",""60024794"",""3304557"",""RJ"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""63.75"",""747.13"",""2.47"",""5.67"",""9.49"",""4.36"",""21.96"",""31.05"",""18.91"",""4.82"",""1.27"",""55.22"",""738.87"",""3.56"",""7.38"",""10.62"",""6.02"",""25.61"",""28.47"",""14.43"",""3.2"",""0.71"",""63.75"",""3"",""86.99"",""60.14"",""63.97"",""67.62"",""71.07"",""74.29"",""77.27"",""80.0"",""55.25"",""83.12"",""56.7"",""61.2"",""65.5"",""69.6"",""73.4"",""76.9"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""31082349"",""60018628"",""3118601"",""MG"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""53.73"",""744.5503"",,,,,,,,,,""58.74"",""750.4243"",,,,,,,,,,""53.7"",""2"",""84.28"",""58.08"",""62.31"",""66.36"",""70.19"",""73.75"",""77.02"",""80.0"",""59.81"",""89.59"",""63.2"",""66.4"",""69.5"",""72.4"",""75.1"",""77.6"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""33074718"",""60026192"",""3304151"",""RJ"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""66.22"",""751.5046"",,,,,,,,,,""52.13"",""737.3032"",,,,,,,,,,""66.2"",""3"",""82.37"",""68.46"",""70.62"",""72.69"",""74.66"",""76.54"",""78.32"",""80.0"",""52.13"",""81.21"",""56.7"",""61.2"",""65.5"",""69.6"",""73.4"",""76.9"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2023,""41134679"",""60032768"",""4106407"",""PR"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""76.78"",""759.9813"",,,,,,,,,,""73.11"",""757.1952"",,,,,,,,,,""76.8"",""4"",""87.85"",""77.26"",""77.74"",""78.2"",""78.66"",""79.12"",""79.56"",""80.0"",""73.12"",""86.18"",""74.2"",""75.2"",""76.2"",""77.2"",""78.2"",""79.1"",""80.0"",""55.9"",""86.0"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""15026619"",""60002068"",""1502400"",""PA"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""32.97"",""717.81"",""8.2"",""10.96"",""17.07"",""10.96"",""28.55"",""17.0"",""6.02"",""1.08"",""0.15"",""47.58"",""732.39"",""3.95"",""7.93"",""13.55"",""8.13"",""27.77"",""25.38"",""10.85"",""2.1"",""0.35"",""32.97"",""0"",""77.17"",,""41.06"",""49.7"",""58.36"",""66.53"",""73.82"",""80.0"",""48.2"",""83.21"",""53.6"",""58.7"",""63.6"",""68.2"",""72.5"",""76.5"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""33014754"",""60023525"",""3305208"",""RJ"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""55.74"",""741.39"",""1.85"",""5.29"",""7.64"",""7.0"",""33.54"",""31.21"",""10.87"",""2.07"",""0.51"",""55.22"",""738.87"",""3.56"",""7.38"",""10.62"",""6.02"",""25.61"",""28.47"",""14.43"",""3.2"",""0.71"",""55.74"",""2"",""82.29"",""60.17"",""63.99"",""67.63"",""71.08"",""74.3"",""77.28"",""80.0"",""55.25"",""83.12"",""56.7"",""61.2"",""65.5"",""69.6"",""73.4"",""76.9"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""35003027"",""60027133"",""3501608"",""SP"",""2"",""2"",""3"",""MUNICIPAL"",""0"",""0"",""0"",,,""64.36"",""754.939"",""2.14"",""4.24"",""8.35"",""9.47"",""17.34"",""21.76"",""19.32"",""12.05"",""5.33"",""55.71"",""746.8603"",""3.38"",""5.43"",""9.26"",""13.79"",""17.75"",""19.5"",""16.03"",""10.61"",""4.26"",""64.36"",""3"",""90.17"",""62.11"",""65.54"",""68.82"",""71.91"",""74.82"",""77.51"",""80.0"",""58.13"",""89.12"",""56.6"",""61.1"",""65.4"",""69.5"",""73.3"",""76.8"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
"2024,""35392401"",""60031647"",""3550308"",""SP"",""2"",""2"",""2"",""ESTADUAL"",""0"",""0"",""0"",,,""62.67"",""755.5835"",""2.49"",""3.98"",""7.18"",""11.88"",""16.78"",""20.02"",""18.17"",""13.1"",""6.39"",""65.84"",""759.5751"",""2.07"",""3.37"",""6.48"",""11.11"",""16.05"",""19.8"",""19.24"",""14.53"",""7.37"",,,,,,,,,,,""58.13"",""89.12"",""56.6"",""61.1"",""65.4"",""69.5"",""73.3"",""76.8"",""80.0"",""59.2"",""87.37"",""59.9"",""63.77"",""67.47"",""70.97"",""74.23"",""77.24"",""80.0"""
